Id,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,HalfBath,GarageCars,GarageArea,TotRmsAbvGrd,Fireplaces,Neighborhood,HouseStyle,RoofStyle,Exterior1st,KitchenQual,HeatingQC,CentralAir,SaleCondition,SalePrice,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area
209,8450,7,5,2016,1660,3054,5,1,2,2,461,8,3,Mitchel,SLvl,Gable,MetalSd,Fa,Gd,Y,Partial,859071,44.0,8450.0,7.0,2016,2036.0,110.0,1547.0,1660.0,641,1342,3054,1,1,2,8,2018.0,2,461.0
210,14228,10,4,1979,1549,2178,2,1,0,1,353,8,3,OldTown,1Story,Gable,BrkFace,Ex,Ex,Y,Family,802356,82.0,14228.0,10.0,1979,1990.0,298.0,1514.0,1549.0,2296,1018,2178,1,1,0,8,1980.0,1,353.0
211,7270,3,9,2016,1723,2117,1,4,0,3,757,5,0,Sawyer,2Story,Hip,BrkFace,Gd,Ex,N,Family,664660,49.0,7270.0,3.0,2016,2019.0,180.0,286.0,1723.0,1452,605,2117,1,4,0,5,2016.0,3,757.0
212,9193,3,3,2023,2140,1082,5,1,1,1,396,9,3,NridgHt,1Story,Gable,BrkFace,TA,TA,N,Partial,545398,105.0,9193.0,3.0,2023,2030.0,24.0,1618.0,2140.0,2273,531,1082,2,1,1,9,2025.0,1,396.0
213,12029,9,6,2002,2261,3810,5,4,0,2,583,11,3,Somerst,1.5Fin,Flat,Wd Sdng,Fa,Gd,Y,Abnorml,1064377,70.0,12029.0,9.0,2002,2017.0,25.0,1411.0,2261.0,1078,857,3810,2,4,0,11,2002.0,2,583.0
214,8301,4,6,2015,1640,3819,3,1,0,3,822,5,0,OldTown,SLvl,Flat,BrkFace,Ex,Ex,N,Abnorml,857789,75.0,8301.0,4.0,2015,2015.0,144.0,1483.0,1640.0,2084,828,3819,1,1,0,5,2017.0,3,822.0
215,5622,3,9,2001,2134,1773,6,1,0,3,772,8,1,Somerst,2Story,Gable,CemntBd,Gd,Gd,Y,Partial,592661,102.0,5622.0,3.0,2001,,253.0,160.0,2134.0,2230,795,1773,2,1,0,8,2002.0,3,772.0
216,3009,5,4,1985,1636,2046,6,4,1,4,931,12,0,CollgCr,1Story,Flat,Wd Sdng,TA,TA,N,Abnorml,634572,67.0,3009.0,5.0,1985,2002.0,305.0,1025.0,1636.0,1136,1508,2046,2,4,1,12,1986.0,4,931.0
217,9374,10,9,2023,19,1669,2,4,2,0,143,4,2,,1Story,Flat,Wd Sdng,TA,Fa,N,Family,736532,109.0,9374.0,10.0,2023,2033.0,,1526.0,19.0,1170,72,1669,0,4,2,4,2025.0,0,143.0
218,14130,10,10,1953,1974,1076,3,1,1,1,393,6,2,Sawyer,1.5Fin,Flat,CemntBd,Ex,TA,Y,Partial,625485,56.0,14130.0,10.0,1953,1972.0,,708.0,1974.0,676,1194,1076,2,1,1,6,1954.0,1,393.0
219,16072,8,4,2020,731,2551,3,3,0,4,948,6,1,Mitchel,2Story,Gable,MetalSd,TA,Gd,Y,Abnorml,866501,113.0,16072.0,8.0,2020,2027.0,334.0,109.0,731.0,1632,1450,2551,2,3,0,6,2021.0,4,948.0
220,14666,5,4,1965,321,3368,6,4,2,0,138,8,3,NridgHt,1.5Fin,Hip,CemntBd,,Fa,Y,Partial,761466,113.0,14666.0,5.0,1965,1985.0,344.0,200.0,321.0,1435,1171,3368,1,4,2,8,1967.0,0,138.0
221,10277,5,3,2017,1733,2559,5,1,2,2,540,8,3,CollgCr,SLvl,Hip,VinylSd,Ex,Gd,N,Normal,750324,100.0,,5.0,2017,2019.0,240.0,895.0,1733.0,516,1671,2559,1,1,2,8,2019.0,2,540.0
222,14848,7,5,2020,1076,1571,3,4,2,2,533,6,3,Sawyer,2Story,Hip,Wd Sdng,TA,Fa,N,Family,722057,71.0,14848.0,7.0,2020,2040.0,146.0,475.0,1076.0,1255,388,1571,1,4,2,6,2020.0,2,533.0
223,7297,6,4,1984,965,2874,4,4,0,1,258,9,0,OldTown,SLvl,Hip,MetalSd,TA,Fa,N,Partial,717477,100.0,7297.0,6.0,1984,1998.0,274.0,1717.0,965.0,910,702,2874,0,4,0,9,1984.0,1,258.0
224,4563,9,4,1970,245,1482,3,4,2,0,115,7,2,NridgHt,1.5Fin,Flat,CemntBd,TA,TA,Y,Family,554738,,4563.0,9.0,1970,1979.0,4.0,155.0,245.0,1097,1487,1482,0,4,2,7,1972.0,0,115.0
225,14504,6,5,1986,1454,1931,6,4,2,3,680,11,2,Mitchel,2Story,Gable,Wd Sdng,Fa,Fa,Y,Normal,708050,64.0,14504.0,6.0,1986,2006.0,,,1454.0,1654,1460,1931,1,4,2,11,1986.0,3,680.0
226,14259,6,8,1990,1193,3509,3,4,1,3,752,9,3,Sawyer,2Story,Gable,VinylSd,,Gd,N,Normal,902189,52.0,,6.0,1990,2003.0,55.0,1239.0,1193.0,2106,455,3509,0,4,1,9,1991.0,3,752.0
227,8469,9,4,1962,261,4437,4,1,0,3,794,6,0,Somerst,2Story,Gable,BrkFace,TA,Gd,Y,Partial,924031,52.0,8469.0,9.0,1962,1965.0,220.0,1574.0,261.0,1122,1405,4437,0,1,0,6,1963.0,3,794.0
228,7142,5,5,1953,143,3317,3,3,1,3,798,7,3,OldTown,2Story,Flat,CemntBd,Fa,Fa,N,Partial,700862,95.0,7142.0,5.0,1953,1957.0,68.0,1257.0,143.0,2014,1094,3317,2,3,1,7,1954.0,3,798.0
229,10442,4,10,1989,1498,2288,3,2,1,0,0,9,1,NridgHt,1.5Fin,Hip,CemntBd,Ex,Fa,N,Partial,616440,,10442.0,4.0,1989,1990.0,451.0,1219.0,1498.0,1775,1307,2288,2,2,1,9,1991.0,0,0.0
230,17104,7,6,1950,2245,2130,2,4,2,3,761,5,1,Sawyer,SLvl,Gable,Wd Sdng,Ex,Fa,Y,Partial,740455,94.0,17104.0,7.0,1950,1951.0,135.0,812.0,2245.0,996,1607,2130,2,4,2,5,1951.0,3,761.0
231,11808,9,6,1958,747,1159,3,1,2,3,818,8,2,,2Story,Hip,VinylSd,Gd,Ex,Y,Abnorml,570175,92.0,11808.0,9.0,1958,1967.0,372.0,1584.0,747.0,1450,974,1159,1,1,2,8,1959.0,3,818.0
232,12244,7,5,2006,33,1553,1,2,0,3,715,5,3,Somerst,SLvl,Hip,BrkFace,Ex,TA,Y,Abnorml,635451,99.0,12244.0,7.0,2006,2021.0,187.0,668.0,33.0,1254,1375,1553,1,2,0,5,2006.0,3,715.0
233,11732,9,4,2019,1925,1343,2,3,1,0,31,5,3,Mitchel,2Story,Flat,VinylSd,Gd,Fa,Y,Abnorml,746114,46.0,11732.0,9.0,2019,2022.0,391.0,60.0,1925.0,1711,734,1343,1,3,1,5,2021.0,0,31.0
234,15750,7,8,1970,172,3650,5,1,1,3,823,9,1,NridgHt,1Story,Flat,MetalSd,Ex,Gd,N,Partial,822507,52.0,15750.0,,1970,1973.0,206.0,1298.0,172.0,2490,1038,3650,0,1,1,9,1972.0,3,823.0
235,8484,7,4,2000,995,636,1,4,2,4,919,5,0,Edwards,2Story,Hip,VinylSd,,Ex,Y,Partial,573291,47.0,8484.0,7.0,2000,2007.0,,559.0,995.0,1510,614,636,2,4,2,5,2001.0,4,919.0
236,8043,4,5,2012,953,1897,5,3,1,1,225,10,2,OldTown,1.5Fin,Gable,BrkFace,,TA,N,Abnorml,618992,91.0,8043.0,4.0,2012,2029.0,23.0,1604.0,953.0,2082,1731,1897,2,3,1,10,2014.0,1,225.0
237,9115,8,8,2009,1127,4153,5,2,0,4,919,10,2,Somerst,1.5Fin,Hip,VinylSd,Fa,Gd,Y,Partial,1053340,83.0,9115.0,8.0,2009,2013.0,205.0,922.0,1127.0,2089,348,4153,1,2,0,10,2009.0,4,919.0
238,10824,8,4,2018,1587,1377,5,4,2,1,376,9,2,Sawyer,1.5Fin,Gable,VinylSd,Ex,Ex,Y,Abnorml,694178,53.0,10824.0,8.0,2018,2030.0,26.0,1004.0,1587.0,900,1721,1377,1,4,2,9,2018.0,1,376.0
239,9621,4,10,1974,404,730,5,4,2,3,794,11,2,NAmes,1.5Fin,Gable,CemntBd,Ex,Ex,Y,Family,445906,,9621.0,,1974,1988.0,291.0,467.0,404.0,2000,1346,730,1,4,2,11,1976.0,3,794.0
240,18337,3,8,2021,1703,3967,3,1,2,2,575,5,0,Somerst,1Story,Gable,CemntBd,Ex,Ex,Y,Family,930883,64.0,18337.0,3.0,2021,2032.0,287.0,728.0,1703.0,2344,1795,3967,1,1,2,5,2022.0,2,575.0
241,9328,6,5,2021,2286,2300,6,1,2,4,971,11,3,CollgCr,2Story,Gable,CemntBd,Fa,TA,Y,Family,815867,64.0,9328.0,6.0,2021,2038.0,99.0,1132.0,2286.0,1619,1143,2300,1,1,2,11,2023.0,4,971.0
242,13326,8,8,2002,1763,3983,6,3,2,1,364,12,1,Sawyer,1.5Fin,Hip,BrkFace,Fa,Fa,Y,Normal,1017864,108.0,13326.0,8.0,2002,2015.0,185.0,768.0,1763.0,2057,370,3983,1,3,2,12,2002.0,1,364.0
243,3534,5,7,1950,1230,1508,2,3,0,2,581,8,1,CollgCr,1Story,Hip,Wd Sdng,Gd,Gd,N,Partial,480366,97.0,3534.0,5.0,1950,1968.0,283.0,884.0,1230.0,2130,601,1508,1,3,0,8,1951.0,2,581.0
244,11187,6,7,1988,376,2936,4,2,2,0,83,9,1,Mitchel,1Story,Flat,Wd Sdng,,Fa,Y,Normal,731916,57.0,11187.0,6.0,1988,1992.0,147.0,380.0,376.0,1002,199,2936,2,2,2,9,1990.0,0,83.0
245,14400,9,9,1965,928,3662,6,1,2,3,673,10,0,NridgHt,2Story,Hip,CemntBd,Gd,Gd,Y,Family,926523,94.0,14400.0,9.0,1965,1978.0,37.0,1392.0,928.0,808,964,3662,0,1,2,10,1965.0,3,673.0
246,19538,4,6,2005,1186,3820,4,2,0,2,461,9,0,Sawyer,1.5Fin,Gable,BrkFace,Fa,Gd,Y,Family,916792,63.0,19538.0,4.0,2005,2025.0,197.0,1199.0,1186.0,513,262,3820,0,2,0,9,2007.0,2,
247,9491,10,9,2023,803,2898,5,2,0,0,68,10,2,CollgCr,1Story,Flat,BrkFace,Fa,TA,N,Abnorml,891230,75.0,9491.0,10.0,2023,2026.0,258.0,1353.0,803.0,2409,1517,2898,2,2,0,10,2025.0,0,
248,14289,3,7,1971,1432,3124,4,2,1,0,59,7,2,OldTown,1Story,Gable,VinylSd,Gd,Gd,N,Normal,695030,99.0,14289.0,3.0,1971,1986.0,230.0,778.0,1432.0,1339,529,3124,2,2,1,7,1972.0,0,59.0
249,6646,7,10,2010,93,1959,2,2,0,4,1013,6,3,OldTown,1Story,Hip,CemntBd,,TA,Y,Normal,711824,71.0,6646.0,7.0,2010,2029.0,391.0,175.0,93.0,548,1485,1959,0,2,0,6,2010.0,4,1013.0
250,9576,7,3,2009,34,872,4,3,2,2,467,6,2,Sawyer,2Story,Hip,CemntBd,Ex,TA,N,Normal,522703,49.0,9576.0,7.0,2009,2022.0,281.0,1581.0,34.0,977,1655,872,1,3,2,6,2011.0,2,467.0
251,9516,10,3,1955,1013,4377,5,3,1,3,760,8,0,NridgHt,1.5Fin,Hip,Wd Sdng,Gd,TA,Y,Partial,976164,,9516.0,10.0,1955,,143.0,1266.0,1013.0,1609,1144,4377,0,3,1,8,1957.0,3,760.0
252,3965,7,6,1969,1399,4274,4,2,0,3,793,10,1,Sawyer,2Story,Flat,MetalSd,Fa,TA,N,Family,899370,110.0,3965.0,7.0,1969,1970.0,422.0,604.0,1399.0,1209,1562,4274,2,2,0,10,1970.0,3,793.0
253,7317,6,5,2024,2217,3401,2,2,1,4,914,7,1,OldTown,1.5Fin,Gable,CemntBd,Ex,Gd,N,Abnorml,939466,52.0,7317.0,6.0,2024,2035.0,319.0,,2217.0,1802,374,3401,0,2,1,7,2026.0,4,914.0
254,3966,8,9,2002,1242,2414,6,3,0,1,247,9,1,,1.5Fin,Flat,CemntBd,Gd,Gd,Y,Normal,759090,46.0,3966.0,8.0,2002,2008.0,348.0,504.0,1242.0,2219,1392,2414,1,3,0,9,2002.0,1,247.0
255,5604,10,5,2014,2476,2520,6,3,0,3,785,11,1,OldTown,2Story,Gable,VinylSd,Fa,Ex,,Family,876469,109.0,5604.0,10.0,2014,2028.0,312.0,1460.0,2476.0,1920,687,2520,2,3,0,11,2016.0,3,785.0
256,9646,6,4,1972,1799,4151,5,4,2,2,557,8,3,Sawyer,1Story,Flat,BrkFace,TA,Fa,Y,Normal,942157,41.0,9646.0,6.0,1972,1986.0,60.0,150.0,1799.0,2296,1340,4151,2,4,2,8,1973.0,2,557.0
257,17971,3,6,2016,2203,2220,6,1,2,3,792,8,1,Somerst,SLvl,Hip,Wd Sdng,TA,Fa,Y,Family,744426,51.0,17971.0,3.0,2016,2023.0,65.0,168.0,2203.0,519,182,2220,0,1,2,8,2017.0,3,792.0
258,4787,5,10,2007,370,3559,5,1,0,4,1058,11,1,Sawyer,SLvl,Hip,BrkFace,Ex,Gd,N,Abnorml,817150,70.0,4787.0,5.0,2007,2018.0,499.0,548.0,,2447,455,3559,2,1,0,11,2008.0,4,1058.0
259,5955,7,8,1970,506,973,1,4,2,2,461,7,3,OldTown,SLvl,Flat,BrkFace,Ex,Gd,N,Abnorml,500824,61.0,5955.0,7.0,1970,1973.0,49.0,315.0,506.0,1186,727,973,0,4,2,7,1972.0,2,461.0
260,7738,5,3,2003,1261,1867,6,4,1,1,250,9,1,NAmes,1.5Fin,Gable,BrkFace,Fa,Fa,Y,Family,618592,92.0,7738.0,5.0,2003,2014.0,201.0,778.0,1261.0,502,457,1867,0,4,1,9,2004.0,1,250.0
261,10106,10,10,2002,1809,925,5,1,0,4,951,11,1,NAmes,2Story,Gable,VinylSd,TA,Ex,Y,Normal,728263,102.0,10106.0,10.0,2002,2019.0,191.0,1457.0,1809.0,2054,1524,925,2,1,0,11,2002.0,4,951.0
262,12779,8,4,1956,446,2307,2,2,2,2,596,8,1,Mitchel,1.5Fin,Gable,VinylSd,TA,TA,N,Family,637358,101.0,12779.0,8.0,1956,1976.0,406.0,1605.0,446.0,1846,1784,2307,2,2,2,8,1956.0,2,596.0
263,17002,4,7,2010,551,1099,6,3,1,4,985,12,1,Edwards,1Story,Gable,CemntBd,Ex,Fa,N,Family,600078,67.0,17002.0,4.0,2010,2021.0,173.0,1298.0,551.0,1270,628,1099,0,3,1,12,2012.0,4,985.0
264,13370,7,8,1966,2304,2633,5,4,1,1,376,8,2,Edwards,1Story,Gable,VinylSd,Fa,Ex,Y,Family,808754,91.0,13370.0,7.0,1966,1967.0,285.0,315.0,2304.0,2238,861,2633,2,4,1,8,1968.0,1,376.0
265,4490,8,8,2021,869,646,6,2,2,2,505,8,2,Somerst,1.5Fin,Gable,VinylSd,TA,TA,N,Normal,555185,47.0,4490.0,8.0,2021,2033.0,480.0,1514.0,869.0,2011,1614,646,2,2,2,8,2021.0,2,505.0
266,9357,8,8,2011,1943,3865,1,2,1,1,380,6,2,Mitchel,SLvl,Flat,VinylSd,TA,TA,Y,Abnorml,1016587,61.0,9357.0,8.0,2011,2019.0,187.0,797.0,1943.0,1989,678,3865,1,2,1,6,2011.0,1,380.0
267,13869,8,4,1969,1148,4043,1,3,1,4,922,7,3,OldTown,1Story,Hip,Wd Sdng,Ex,TA,N,Normal,975328,88.0,13869.0,8.0,1969,1975.0,386.0,648.0,1148.0,1129,761,4043,2,3,1,7,1969.0,4,922.0
268,10787,8,10,1988,885,2750,3,2,0,2,449,6,0,Mitchel,1Story,Hip,CemntBd,Gd,Gd,N,Family,811098,40.0,10787.0,8.0,1988,1991.0,73.0,738.0,885.0,712,533,2750,0,2,0,6,1988.0,2,449.0
269,13169,8,5,1962,2114,3371,2,2,2,0,117,7,0,NAmes,1.5Fin,Gable,CemntBd,Ex,TA,N,Normal,811880,89.0,13169.0,8.0,1962,1976.0,101.0,218.0,2114.0,920,1199,3371,0,2,2,7,1962.0,0,117.0
270,13239,3,7,1976,1314,1421,2,3,1,4,961,7,0,Somerst,2Story,Gable,Wd Sdng,Ex,Ex,Y,Abnorml,559299,73.0,13239.0,3.0,1976,1978.0,308.0,,1314.0,1585,602,1421,2,3,1,7,,4,961.0
271,14479,8,7,1968,1160,2951,2,2,0,2,596,6,3,NAmes,2Story,Gable,BrkFace,Ex,Ex,N,Normal,797637,98.0,,8.0,1968,1974.0,260.0,10.0,1160.0,987,949,2951,1,2,0,6,1968.0,2,596.0
272,16974,9,5,2007,1456,1879,3,2,2,4,900,8,1,CollgCr,SLvl,Gable,BrkFace,TA,Fa,N,Abnorml,802550,76.0,16974.0,9.0,2007,2027.0,205.0,,1456.0,1359,1743,1879,2,2,2,8,2008.0,4,
273,7709,7,8,2000,751,3465,6,3,1,3,784,8,0,Mitchel,1Story,Hip,BrkFace,Fa,Gd,N,Partial,876951,94.0,7709.0,7.0,2000,2020.0,256.0,910.0,751.0,1507,241,3465,2,3,1,8,2000.0,3,784.0
274,7174,4,9,1963,1334,2877,6,1,1,4,998,11,3,Edwards,2Story,Flat,MetalSd,Fa,Fa,Y,Partial,692021,111.0,7174.0,4.0,1963,,20.0,737.0,,2468,963,2877,1,1,1,11,1963.0,4,998.0
275,17127,9,8,2019,967,1308,6,1,2,4,1004,8,3,NridgHt,1Story,Hip,MetalSd,TA,Fa,Y,Normal,805692,102.0,17127.0,9.0,2019,2019.0,,1559.0,967.0,622,109,1308,2,1,2,8,2019.0,4,1004.0
276,15416,8,10,1957,370,1491,2,1,0,1,335,8,2,Sawyer,SLvl,Gable,MetalSd,TA,TA,N,Family,607007,59.0,15416.0,8.0,1957,1958.0,19.0,552.0,370.0,2491,1774,1491,0,1,0,8,1959.0,1,335.0
277,14280,4,3,2015,1655,4071,2,3,0,2,580,4,0,NridgHt,1Story,Hip,VinylSd,Gd,Fa,N,Partial,939771,64.0,14280.0,4.0,2015,,70.0,209.0,1655.0,791,1299,4071,1,3,0,4,2017.0,2,580.0
278,15543,9,9,2005,2232,1465,6,2,1,1,268,12,3,NridgHt,SLvl,Gable,Wd Sdng,Gd,Gd,Y,Normal,807670,77.0,15543.0,9.0,2005,2012.0,365.0,271.0,2232.0,1957,1195,1465,1,2,1,12,2006.0,1,268.0
279,3514,5,10,2005,556,946,2,4,1,4,988,8,1,Mitchel,SLvl,Flat,BrkFace,Fa,TA,Y,Abnorml,544901,67.0,3514.0,5.0,2005,2009.0,170.0,178.0,556.0,1073,1188,946,0,4,1,8,2007.0,4,988.0
280,3243,10,6,2014,1102,2282,5,3,0,0,145,10,2,CollgCr,SLvl,Flat,VinylSd,Gd,TA,N,Normal,782366,47.0,3243.0,10.0,2014,2032.0,411.0,383.0,1102.0,690,1271,2282,2,3,0,10,2015.0,0,145.0
281,5898,6,10,1959,2208,3869,5,3,2,0,87,11,0,Mitchel,SLvl,Flat,BrkFace,TA,Fa,N,Partial,823101,114.0,5898.0,6.0,1959,1965.0,242.0,882.0,2208.0,589,145,3869,2,3,2,11,1961.0,0,87.0
282,8488,3,7,2022,1066,851,6,4,2,1,366,8,2,NAmes,1.5Fin,Hip,VinylSd,Gd,Ex,N,Partial,487644,,8488.0,3.0,2022,2024.0,265.0,919.0,1066.0,2386,967,851,1,4,2,8,2024.0,1,366.0
283,12206,7,7,1951,456,3073,2,2,2,3,754,5,2,Edwards,SLvl,Gable,CemntBd,Ex,TA,Y,Abnorml,776785,47.0,12206.0,7.0,1951,1968.0,233.0,1140.0,456.0,974,398,3073,0,2,2,5,1953.0,3,754.0
284,8051,10,9,1999,974,3306,4,2,0,4,968,6,2,CollgCr,1Story,Gable,BrkFace,Fa,Fa,N,Family,970215,80.0,8051.0,10.0,1999,2005.0,76.0,1136.0,974.0,2337,1024,3306,1,2,0,6,2001.0,4,968.0
285,10656,9,9,2010,1075,1194,5,4,0,2,554,10,2,NAmes,1Story,Flat,Wd Sdng,Fa,TA,N,Partial,695344,47.0,,9.0,2010,,310.0,1049.0,1075.0,2231,245,1194,2,4,0,10,2011.0,2,554.0
286,6220,7,9,2009,990,3607,6,2,2,2,613,9,2,NAmes,1Story,Gable,VinylSd,,Ex,Y,Family,910046,46.0,6220.0,7.0,2009,2015.0,457.0,835.0,990.0,1564,1776,3607,2,2,2,9,2009.0,2,613.0
287,10189,7,7,1974,139,697,5,1,0,4,1048,8,0,CollgCr,1Story,Flat,MetalSd,Fa,Gd,Y,Abnorml,467441,114.0,10189.0,7.0,1974,1981.0,263.0,211.0,139.0,1345,1394,697,0,1,0,8,1975.0,4,1048.0
288,12652,10,4,2008,1132,3751,4,3,1,1,238,8,0,Sawyer,SLvl,Hip,VinylSd,TA,TA,Y,Family,979600,101.0,12652.0,10.0,2008,2018.0,71.0,53.0,1132.0,1935,781,3751,1,3,1,8,2008.0,1,238.0
289,19112,6,9,1972,2015,1044,2,4,0,4,1044,4,3,Somerst,1Story,Gable,VinylSd,Ex,TA,N,Normal,664694,104.0,19112.0,6.0,1972,1976.0,167.0,183.0,2015.0,2334,1085,1044,1,4,0,4,1974.0,4,1044.0
290,7877,3,3,1999,1091,1220,6,3,1,4,880,12,3,Mitchel,SLvl,Hip,VinylSd,Gd,Ex,N,Family,497990,107.0,7877.0,3.0,1999,2018.0,476.0,724.0,1091.0,1262,611,1220,2,3,1,12,2001.0,4,880.0
291,14761,8,7,2001,226,3189,6,1,1,4,967,8,3,Somerst,2Story,Gable,CemntBd,Ex,Fa,Y,Partial,926561,60.0,14761.0,8.0,2001,2001.0,313.0,1135.0,226.0,1438,846,3189,0,1,1,8,2001.0,4,967.0
292,15782,4,8,2012,347,4225,6,4,2,1,255,8,1,NAmes,2Story,Hip,BrkFace,Ex,TA,N,Family,907512,47.0,15782.0,4.0,2012,2020.0,163.0,190.0,347.0,2495,110,4225,2,4,2,8,2012.0,1,255.0
293,4213,8,3,1993,175,2260,1,2,2,4,997,7,1,Edwards,1Story,Gable,MetalSd,Fa,Ex,N,Normal,667907,105.0,4213.0,8.0,1993,1997.0,83.0,1222.0,175.0,2031,1783,2260,0,2,2,7,1993.0,4,997.0
294,7277,3,5,1956,1258,3961,1,4,2,1,371,3,0,CollgCr,SLvl,Flat,CemntBd,Gd,Ex,Y,Family,743920,50.0,7277.0,3.0,1956,1960.0,201.0,1224.0,1258.0,673,1749,3961,2,4,2,3,1958.0,1,371.0
295,16173,8,4,2023,2235,1162,3,2,0,4,924,7,0,CollgCr,1.5Fin,Gable,BrkFace,Gd,TA,Y,Family,740070,63.0,16173.0,8.0,2023,2040.0,315.0,1606.0,2235.0,1689,308,1162,2,2,0,7,2024.0,4,924.0
296,4333,5,4,1998,646,664,4,1,0,0,45,6,2,Sawyer,SLvl,Flat,MetalSd,Gd,Gd,N,Family,387690,48.0,4333.0,5.0,1998,2006.0,378.0,664.0,646.0,695,281,664,0,1,0,6,1998.0,0,45.0
297,10839,5,3,1973,2047,3106,1,3,1,3,661,7,1,Edwards,1Story,Flat,VinylSd,TA,Gd,N,Abnorml,760914,116.0,10839.0,,1973,1978.0,431.0,1768.0,2047.0,1535,410,3106,2,3,1,7,1974.0,3,661.0
298,4738,6,4,1969,1943,2637,2,2,2,0,13,6,2,Edwards,SLvl,Hip,Wd Sdng,Fa,Ex,Y,Normal,684289,48.0,4738.0,6.0,1969,1972.0,153.0,788.0,1943.0,773,701,2637,0,2,2,6,1971.0,0,13.0
299,8763,5,3,2012,2109,1075,1,2,2,3,811,7,2,Sawyer,2Story,Flat,Wd Sdng,Gd,Ex,N,Abnorml,566419,70.0,8763.0,5.0,2012,2012.0,303.0,25.0,2109.0,1805,838,1075,1,2,2,7,2012.0,3,811.0
300,10769,9,6,1998,903,901,4,4,0,3,697,7,3,OldTown,SLvl,Hip,MetalSd,Fa,Gd,N,Partial,633991,91.0,10769.0,9.0,1998,2002.0,172.0,597.0,903.0,2179,1166,901,0,4,0,7,1999.0,3,697.0
301,14006,5,3,2022,244,1749,2,1,1,3,767,5,2,Edwards,1.5Fin,Flat,MetalSd,Gd,Gd,Y,Family,661250,55.0,14006.0,,2022,2022.0,259.0,847.0,,1307,937,1749,0,1,1,5,2024.0,3,767.0
302,19030,6,10,2009,1143,659,6,4,2,1,283,10,3,Edwards,2Story,Flat,VinylSd,Fa,Ex,Y,Family,659534,112.0,19030.0,6.0,2009,2020.0,424.0,794.0,1143.0,653,293,659,2,4,2,10,2011.0,1,283.0
303,19522,3,9,2017,1615,2563,6,1,1,3,721,8,0,Sawyer,2Story,Gable,Wd Sdng,TA,Gd,Y,Normal,792260,71.0,19522.0,3.0,2017,2024.0,260.0,1595.0,1615.0,1712,647,2563,2,1,1,8,2018.0,3,721.0
304,12988,5,10,2023,2390,699,4,4,0,3,707,8,3,NAmes,1Story,Hip,Wd Sdng,Ex,TA,N,Partial,672605,114.0,12988.0,5.0,2023,2041.0,272.0,173.0,2390.0,1662,1766,699,2,4,0,8,2024.0,3,707.0
305,9787,4,8,1957,2108,4472,6,3,0,0,98,10,3,NAmes,1.5Fin,Hip,MetalSd,Ex,Gd,Y,Partial,881381,116.0,9787.0,4.0,1957,1967.0,250.0,1484.0,2108.0,627,1465,4472,0,3,0,10,1959.0,0,98.0
306,6721,10,6,1978,1312,2044,3,4,1,0,16,7,2,Mitchel,SLvl,Flat,CemntBd,Ex,Fa,N,Family,736620,45.0,6721.0,10.0,1978,1978.0,362.0,1145.0,1312.0,1390,369,2044,2,4,1,7,,0,16.0
307,15063,4,6,2008,357,928,4,2,1,0,27,7,2,CollgCr,2Story,Hip,MetalSd,Gd,Ex,N,Family,507354,119.0,15063.0,4.0,2008,2013.0,288.0,497.0,357.0,1856,1595,928,2,2,1,7,2010.0,0,27.0
308,7326,10,8,2003,1818,3621,6,1,1,1,236,8,1,NridgHt,SLvl,Flat,Wd Sdng,TA,Fa,N,Family,955434,50.0,7326.0,10.0,2003,2011.0,153.0,1171.0,1818.0,2474,165,3621,1,1,1,8,2004.0,1,236.0
309,7323,7,5,1983,928,2583,3,3,0,1,310,7,3,OldTown,2Story,Flat,CemntBd,TA,Gd,Y,Abnorml,712345,93.0,7323.0,7.0,1983,1984.0,243.0,1067.0,928.0,767,998,2583,1,3,0,7,1985.0,1,310.0
310,10795,4,3,1990,2353,1118,4,3,1,1,272,10,0,NridgHt,1.5Fin,Gable,Wd Sdng,Fa,Gd,N,Normal,489918,114.0,10795.0,4.0,1990,1994.0,417.0,347.0,2353.0,984,681,1118,0,3,1,10,1990.0,1,272.0
311,16256,10,5,2008,1311,1239,1,3,2,2,561,5,1,Mitchel,1.5Fin,Flat,VinylSd,Fa,Ex,Y,Normal,749691,112.0,16256.0,10.0,2008,2021.0,8.0,1403.0,1311.0,1097,1292,1239,0,3,2,5,2010.0,2,561.0
312,3812,9,6,2007,1463,978,3,1,2,1,369,9,1,Somerst,2Story,Gable,VinylSd,Fa,Ex,N,Abnorml,592180,106.0,3812.0,9.0,2007,2023.0,188.0,779.0,1463.0,1034,362,978,1,1,2,9,2007.0,1,369.0
313,13412,3,8,2000,605,3532,4,3,1,2,443,8,2,NridgHt,1.5Fin,Hip,CemntBd,Ex,Gd,N,Family,807486,80.0,13412.0,3.0,2000,2003.0,169.0,347.0,605.0,2242,641,3532,0,3,1,8,2001.0,2,443.0
